Page_no,Link_no,Address,Sold_price,List_price,Style,Bedrooms,Bathrooms,Sqft_min,Sqft_max,Latitude,Longitude,Postal_code,Added_at,Sold_at,Last_status,Link_path,Address_path,Link_num,Title,Type,Exterior,Basement,Parking,Kitchens,Lot_frontage,Lot_depth,Parking_included,Parking_spaces,Approx_age,Extras,Is_rental,Description,MLS,Neighbourhood,Link,Garage,Heat,Heating_fuel,AC
13,294,16 Royal Vista Dr,861000.0,699900.0,house-detached,3,4,2000,2500,-79.85338589999999,43.1977406,L8W3C4,2021-01-20T21:48:59.554Z,2021-01-28T04:00:00.000Z,Sld,/hamilton-on-real-estate/10458795-16-royal-vista-dr-hamilton-on-l8w3c4-vow,/hamilton-on-real-estate/16-royal-vista-dr,294,"16 Royal Vista Dr, Hamilton (X5089897) | Zoocasa",Detached,Brick,Full and Part Fin,5.5,1,41.01 feet,164.6 feet,True,5.5,31-50,"Fridge, Stove, Washer, Dryer, Elf'S Included. Rental: Hot Water Heater",False,"One Of The Largest Lots On The Street, 164 Feet Deep. Over 2,000 Sq, Ft, Of Living Space. 2 Storey, 3 Bedroom, 4 Bath Home With Eat-In Kitchen & Patio Doors To Rear Yard. Separate Living Room, Formal Dining Room, Family Room With Fireplace. Master Bedroom With 4 Piece Ensuite & Walk-In Closet. Close To Lincoln Alexander Parkway.",X5089897,Eleanor,http://www.zoocasa.com//hamilton-on-real-estate/10458795-16-royal-vista-dr-hamilton-on-l8w3c4-vow,Attached,Forced Air,Gas,Central Air
13,295,26 Moss Blvd,635000.0,529900.0,townhouse,3,3,1200,1399,-79.98270149999999,43.2571109,L9H6W7,2021-01-20T18:51:44.948Z,2021-01-28T04:00:00.000Z,Sld,/hamilton-on-real-estate/10457865-27-26-moss-blvd-hamilton-on-l9h6w7-vow,/hamilton-on-real-estate/27-26-moss-blvd,295,"27 - 26 Moss Blvd, Hamilton (X5089566) | Zoocasa",Condo Townhouse,Brick and Vinyl Siding,Fin W/O and Full,2,1,,,True,2.0,16-30,"Attach Scheduale B And 801 To All Offers. Offers Presented At 5 Pm January 27th, Please Register By 4 Pm. No Preemptive Offers.",False,"This Georgous Townhome Is Move In Ready. Located In A Well Maintained Complex Close To Schools, Parks, Public Transit, Updated From Top To Bottom. Large Master With Full Ensuite, Bright Open Concept Main Floor, Walkout Basement To New Beautiful Private Deck, Over 1700 Square Feet Of Living Space. Driveway And Steps Recently Redone. Reasonable Fee. Dont Miss This One.",X5089566,Glenwood Heights,http://www.zoocasa.com//hamilton-on-real-estate/10457865-27-26-moss-blvd-hamilton-on-l9h6w7-vow,Attached,Forced Air,Gas,Central Air
13,296,22 Bilardi Crt,750000.0,549900.0,house-detached,3,2,,,-79.7738078,43.2424805,L8H3G3,2021-01-20T15:35:21.671Z,2021-01-28T04:00:00.000Z,Sld,/hamilton-on-real-estate/10457246-22-bilardi-crt-hamilton-on-l8h3g3,/hamilton-on-real-estate/22-bilardi-ct,296,"22 Bilardi Crt, Hamilton (X5089188) | Zoocasa",Detached,Brick,Finished and Sep Entrance,5,1,44.65 feet,260.6 feet,True,5.0,51-99,"Rental Items: Hot Water Heater. Inclusions: Fridge, Stove, Washer, Dryer, All Electrical Light Fixtures, Window Coverings, All Inclusions In ""As Is"" Condition.",False,"Raised Bungalow Set In An Private Location Beside Red Hill Valley At The End Of A Court Lot Featuring 3 Bedrooms, 2 Full Baths, Front Entrance, Separate Side Entrance Into Basement & Main Floor For Potential In Law Apartment With Existing Second Kitchen Cabinets & Kitchen Sink, Hardwood On Main Floor, Massive Recreation Room, Attached Garage With Walk Up From Basement Into Garage, With Door Exiting Rear Of Garage.",X5089188,McQuesten East,http://www.zoocasa.com//hamilton-on-real-estate/10457246-22-bilardi-crt-hamilton-on-l8h3g3,Attached,Forced Air,Gas,Central Air
13,297,290 Barton St W,619000.0,599900.0,townhouse,3,3,1400,1599,-79.8788531,43.2674136,L8R3P3,2021-01-11T20:50:10.720Z,2021-01-28T04:00:00.000Z,Sld,/hamilton-on-real-estate/10438328-33-290-barton-st-w-hamilton-on-l8r3p3-vow,/hamilton-on-real-estate/33-290-barton-st-w,297,"33 - 290 Barton St W, Hamilton (X5081365) | Zoocasa",Condo Townhouse,Brick,None,1,1,,,True,1.0,0-5,"Rental Items: Hot Water Heater Inclusions: Stainless Steel Fridge, Stove, Dishwasher, Washer, Dryer Exclusions: None",False,"Fantastic Views Of The Bayfront Park And Hamilton Harbour! This Spacious, Bright, Open Concept 3 Bedroom, 3 Baths, 2 Storey Stack Townhome Boasts $50,000 In Builder Upgrades! The Master Bedroom W Ensuite And Walk-In Closet Features A Sunroom With A Spectacular View Of The Hamilton Harbour. Incredible Private Rooftop Terrace! Close To All Amenities, Hwy Access, Go Station, Shopping, Restaurants, Art Galleries And So Much More.",X5081365,Strathcona,http://www.zoocasa.com//hamilton-on-real-estate/10438328-33-290-barton-st-w-hamilton-on-l8r3p3-vow,None,Forced Air,Gas,Central Air
13,298,69 Herkimer St,365000.0,399900.0,condo-highrise,2,1,900,999,-79.8765398,43.2495361,L8P2G6,2020-12-05T16:49:23.439Z,2021-01-28T04:00:00.000Z,Sld,/hamilton-on-real-estate/10354773-603-69-herkimer-st-hamilton-on-l8p2g6-vow,/hamilton-on-real-estate/603-69-herkimer-st,298,"603 - 69 Herkimer St, Hamilton (X5057662) | Zoocasa",Co-Op Apt,Concrete and Brick,None,1,1,,,True,1.0,51-99,"Fridge, Stove, Portable Ac Unit, California Shutters, All Electrical Light Fixtures, Taxes, Heat, Bldg Maintenance, Bldg Insurance And Water Included In Fees",False,"Spectacular Views Of The Escarpment! Penthouse Suite Meticulously Maintained & Located In The Sought After Durand Neighborhood Right Across From A Park. Extra Large Windows W/ California Shutters. Steps To Hospital, Downtown Shops, Restaurants And Transit. This Is A Co/Op (Co- Ownership Building). Buyer Must Be Approved By The Board, No Pets, Adult Building.",X5057662,Durand,http://www.zoocasa.com//hamilton-on-real-estate/10354773-603-69-herkimer-st-hamilton-on-l8p2g6-vow,None,Baseboard,Gas,Other
13,299,125 Shoreview Pl,565000.0,569000.0,condo-highrise,2,2,800,899,-79.72066629999999,43.23862860000001,L8E0K3,2020-10-09T15:56:40.898Z,2021-01-28T04:00:00.000Z,Sld,/hamilton-on-real-estate/9326269-431-125-shoreview-pl-hamilton-on-l8e0k3-vow,/hamilton-on-real-estate/431-125-shoreview-pl,299,"431 - 125 Shoreview Pl, Hamilton (X4947919) | Zoocasa",Condo Apt,Brick and Stucco/Plaster,Apartment,1,1,,,True,1.0,0-5,"Inclusions: Fridge, Stove, Dishwasher, Washer, Dryer, All Electrical Light Fixtures, Bathroom Shower Curtains.",False,"Wake Up To Panoramic Lake Views Every Morning! Welcome To Executive Living At The ""Sapphire"" By New Horizon Homes, Ideally Located On The Shores Of Lake Ontario. This Fantastic Open-Concept, 2-Bedroom And 2-Bath Unit Features: 856 Sq.Ft. Of Living Space; Stainless Steel Appliances; In-Suite Laundry; Breakfast Bar; Private Balcony With Water Views; And Much More! Near Beach, Waterfront Trails And Amenities. Easy Access To The Qew And New Go Station.",X4947919,Community Beach,http://www.zoocasa.com//hamilton-on-real-estate/9326269-431-125-shoreview-pl-hamilton-on-l8e0k3-vow,Undergrnd,Forced Air,Grnd Srce,Central Air
13,300,7 Luciano Crt,685000.0,685000.0,house-detached,3,2,,,-79.8688548,43.2090959,L9A5G4,2021-01-28T12:35:16.067Z,2021-01-27T04:00:00.000Z,Sld,/hamilton-on-real-estate/10473249-7-luciano-crt-hamilton-on-l9a5g4,/hamilton-on-real-estate/7-luciano-ct,300,"7 Luciano Crt, Hamilton (X5096182) | Zoocasa",Detached,Brick and Vinyl Siding,Finished,3,1,36.06 feet,82.48 feet,True,3.0,,"Fridge, Stove. Washer & Dryer. All Window Coverings. All Existing Ceiling Light Fixtures.",False,"Welcome To 7 Luciano Court. This 3 Bedrooms 2 Bathrooms, 2-Story Home Is Located On A Quiet Court On Hamilton West Mountain. It Offers An Open Concept Kitchen With Entry To A Large Deck, Ideal For Entertaining. The Updated Kitchen Includes Stainless Steel Appliances And Granite Countertops. Large Rec Room In The Basement. New Roof In 2015. Close To Parks, Shopping, Hsr, Bus Routes, And Link.",X5096182,Crerar,http://www.zoocasa.com//hamilton-on-real-estate/10473249-7-luciano-crt-hamilton-on-l9a5g4,Attached,Forced Air,Gas,Central Air
13,301,260 Homewood Ave,655000.0,649900.0,house-detached,4,2,700,1100,-79.8944523,43.252833,L8P2M8,2021-01-26T19:35:09.155Z,2021-01-27T04:00:00.000Z,Sld,/hamilton-on-real-estate/10469365-260-homewood-ave-hamilton-on-l8p2m8,/hamilton-on-real-estate/260-homewood-ave,301,"260 Homewood Ave, Hamilton (X5094668) | Zoocasa",Detached,Brick,Full and Unfinished,4,1,30 feet,111 feet,True,4.0,100+,"Rentals: Hot Water Heater Inclusions:  2 Fridges, Stove, Dishwasher, Washer, Dryer, Stand Up Freezer, All Elfs , All Window Coverings",False,"Beautiful 4 Bed Family Home On Quiet Street In Kirkendall North! Ample Parking With Detached Single Car Garage And 3 Car Driveway. Main Floor With Kitchen, Dining Area And Living Room. Original Hardwood Floors Underneath Carpet. Upstairs Boasts 4 Bedrooms And A 4pc Bath. Finished Attic Space Could Suit Playroom Or Office. Unfinished Basement For Lots Of Storage. Outside Has An Enclosed Back Porch And The Privacy Of A Fully Fenced Back Yard.",X5094668,Kirkendall North,http://www.zoocasa.com//hamilton-on-real-estate/10469365-260-homewood-ave-hamilton-on-l8p2m8,Detached,Forced Air,Gas,Central Air
13,302,244 Lormont Blvd,875000.0,689000.0,house-semidetached,3,3,1500,2000,-79.7798832,43.1883545,L8J0J9,2021-01-22T19:48:01.486Z,2021-01-27T04:00:00.000Z,Sld,/hamilton-on-real-estate/10463023-244-lormont-blvd-hamilton-on-l8j0j9-vow,/hamilton-on-real-estate/244-lormont-blvd,302,"244 Lormont Blvd, Hamilton (X5091868) | Zoocasa",Semi-Detached,Alum Siding and Brick,Finished and Full,2,1,22.47 feet,122.72 feet,True,2.0,0-5,"Rsa. Top Floor Features Spacious Loft, 3 Bedrooms And Laundry Room. The Attention To Detail Carries Onto The Exterior With Spacious Fully Fenced Backyard, Wooden Deck, Hot Tub, Perg**Interboard Listing :  Hamilton - Burlington R. E. Assoc**",False,"Beautiful Semi-Detached Home In One Of Hamilton'S Most Sought After Neighbourhoods. Ideally Located Close To Highway Access Perfect For Commuters, Nature Trails, Shopping, Grocery, Restaurants And Schools. Filled With Upgrades From Top To Bottom Including Finished Basement, Upgraded Kitchen With Extended Uppers, Quartz Island & Countertops, Stainless Steel Appliances, 9ft Ceilings, Upgraded Light Fixtures, Gas Fireplace, California Shutters And Oak Stairs.",X5091868,Leckie Park,http://www.zoocasa.com//hamilton-on-real-estate/10463023-244-lormont-blvd-hamilton-on-l8j0j9-vow,Attached,Forced Air,Gas,Central Air
13,303,481 Britannia Ave,505000.0,399900.0,house-detached,3,1,700,1100,-79.7969828,43.24377459999999,L8H1Z3,2021-01-22T12:47:17.668Z,2021-01-27T04:00:00.000Z,Sld,/hamilton-on-real-estate/10461639-481-britannia-ave-hamilton-on-l8h1z3-vow,/hamilton-on-real-estate/481-britannia-ave,303,"481 Britannia Ave, Hamilton (X5091004) | Zoocasa",Detached,Brick and Stucco/Plaster,Finished and Part Fin,2,1,35 feet,95 feet,True,2.0,51-99,Fridge & Stove (2018). Front Yard Re-Graded And Sodded (2018). Side Entrance. Single Side Drive Long Enough For 2 Vehicles. Fenced Rear Yard With Deck.,False,"Well Maintained 1.5 Storey Home In A Great East Hamilton Neighbourhood. Perfect Opportunity For 1st Time Home Buyers, Downsizers Or Investors. 3 Bedrooms, 1 Bath With Over 1200 Sq.Ft. Of Finished Living Space. Bright, Sun-Filled Rooms. Freshly Painted. Updates Include: Bathroom (2018) Including Vanity, Faucets, Toilet, Tub With Tile Surround. Furnace & Hot Water Heater (2015). Windows-Main &2nd Floor (2018). Re-Insulated Attic & Ducts Cleaned (2018).",X5091004,Normanhurst,http://www.zoocasa.com//hamilton-on-real-estate/10461639-481-britannia-ave-hamilton-on-l8h1z3-vow,None,Forced Air,Gas,Central Air
13,304,351 East 27th St,824800.0,599900.0,house-detached,3,2,700,1100,-79.8506596,43.2286116,L8V3G9,2021-01-21T21:48:06.674Z,2021-01-27T04:00:00.000Z,Sld,/hamilton-on-real-estate/10461306-351-east-27th-st-hamilton-on-l8v3g9-vow,/hamilton-on-real-estate/351-e-27th-st,304,"351 East 27th St, Hamilton (X5090873) | Zoocasa",Duplex,Vinyl Siding,Finished and Sep Entrance,6,1,45 feet,100 feet,True,6.0,51-99,Offers Being Reviewed Mon Feb 1 @6pm  For Appointments Please Call : 1-855-870-3096,False,"Absolutely Stunning 2 Family**Legal Duplex** In Desirable Central Mountain Location. Perfect For Investors Or Savy Homeowners That Want To Live In One Unit And Rent The Other. Main Floor Unit Has 3 Bedrooms, 1 Full Bath W/ Its Own Separate Laundry & Secondary Unit Has 2 Bedrooms, 1 Full Bath With Separate Laundry Rm .Feat: 2 Brand New Kitchens W/ Quartz Counters, New Flr , New Pot Lights, New Plumbing, New Doors/Trim, S/S Appliances & So Much More. Rsa.",X5090873,Burkholme,http://www.zoocasa.com//hamilton-on-real-estate/10461306-351-east-27th-st-hamilton-on-l8v3g9-vow,Detached,Forced Air,Gas,Central Air
13,305,15 Moorland Cres,1122000.0,1099000.0,house-detached,5,5,2500,3000,-79.9560358,43.2150475,L9K1N6,2021-01-21T21:36:21.775Z,2021-01-27T04:00:00.000Z,Sld,/hamilton-on-real-estate/10460617-15-moorland-cres-hamilton-on-l9k1n6,/hamilton-on-real-estate/15-moorland-cres,305,"15 Moorland Cres, Hamilton (X5090841) | Zoocasa",Detached,Stucco/Plaster and Brick,Finished and Full,6,2,49.87 feet,109.91 feet,True,6.0,16-30,"Fridge (X2), Stove (X2), Dishwasher, Rangehood (X2), Mircowave (X2), Washer, Dryer. Option To Include All Furniture As Well. Hwt (R).",False,"Stunning 5 Bed, 4 Bath, Detached 2-Storey In One Of Ancaster'S Most Recognized Areas!  Second Kitchen In The Basement! Option To Purchase All Furniture!",X5090841,Harmony Hall II,http://www.zoocasa.com//hamilton-on-real-estate/10460617-15-moorland-cres-hamilton-on-l9k1n6,Attached,Forced Air,Gas,Central Air
13,306,172 Penny Lane,761000.0,668800.0,house-attached,3,3,1500,2000,-79.7754825,43.1903809,L8J0E2,2021-01-21T19:48:01.478Z,2021-01-27T04:00:00.000Z,Sld,/hamilton-on-real-estate/10460449-172-penny-lane-hamilton-on-l8j0e2-vow,/hamilton-on-real-estate/172-penny-ln,306,"172 Penny Lane, Hamilton (X5090732) | Zoocasa",Att/Row/Twnhouse,Stone and Stucco/Plaster,Unfinished,3,1,20.1 feet,100 feet,True,3.0,6-15,"S.S Fridge, Stove, Dishwasher (As-Is) Washer, Dryer, All Elfs",False,"Luxury F/H Landmark Built Town! 1553 Sf, 3 Bed, 2.5 Baths With Loft. Upper Stoney Creek Mountain - High Demand Felker Area! Open Concept, Gorgeous Kitchen With Island, Granite Counters, S/S Appls, Backsplash. Private Backyard With 2 Tiered Stamped Concrete Patio & Stunning Stamped Double Concrete Driveway. Modern Design T/O With Upgraded Flooring In Living & Entire 2nd Level. Home Shows 10+",X5090732,Leckie Park,http://www.zoocasa.com//hamilton-on-real-estate/10460449-172-penny-lane-hamilton-on-l8j0e2-vow,Attached,Forced Air,Gas,Central Air
13,307,33 Seeley Ave,820000.0,699900.0,house-detached,3,2,1100,1500,-79.85586690000001,43.2235001,L8V2G9,2021-01-20T21:36:19.250Z,2021-01-27T04:00:00.000Z,Sld,/hamilton-on-real-estate/10458769-33-seeley-ave-hamilton-on-l8v2g9,/hamilton-on-real-estate/33-seeley-ave,307,"33 Seeley Ave, Hamilton (X5089865) | Zoocasa",Detached,Brick,Apartment and Sep Entrance,2,1,40 feet,100 feet,True,2.0,51-99,"***See Virtual Tour*** Shows 10++. Inclusions:All Brand New S/S Appliances (2fridges, 2stoves, 2range Microwaves, Dishwasher Washer/Dryers), Ideal For Investor Or Savvy Homeowner.",False,"Fully Renovated! Absolutely Stunning 3+2 Bedroom 2bath With Modern Finishes In Central Mountain. Be Amazed The Moment You Walk In With Beautiful Open Concept Layout Feat.Gourmet Kitchen With Island, Quartz And Ss Appliances. This Spacious Home Also Has Optional Laundry Hookup On Main Floor. Large Finished Basement With Apartment/In-Law Suite Feat. 2br 1bth With Large Windows, And Ensuite Laundry. Total Potential Gross Rental Income Around $3500+.",X5089865,Burkholme,http://www.zoocasa.com//hamilton-on-real-estate/10458769-33-seeley-ave-hamilton-on-l8v2g9,None,Forced Air,Gas,Central Air
13,308,19 Rouge Hill Crt,753000.0,599900.0,house-detached,3,2,,,-79.7937535,43.220931,L8K5H9,2021-01-20T17:36:22.859Z,2021-01-27T04:00:00.000Z,Sld,/hamilton-on-real-estate/10457731-19-rouge-hill-crt-hamilton-on-l8k5h9,/hamilton-on-real-estate/19-rouge-hill-ct,308,"19 Rouge Hill Crt, Hamilton (X5089511) | Zoocasa",Detached,Alum Siding and Vinyl Siding,Finished,5,2,50.13 feet,132.79 feet,True,5.0,,,False,"Great Location Within 2 Minutes To Redhill Xpwy.  Features: Hardwood Floors, 2 Kitchens, 2 Baths, Lower Level Is Large Enough For Shower/Tub And Can Easily Be Separate Entrance With Minor Adjustment For In-Law Set Up. No Probate Necessary. Rsa.",X5089511,Rosedale,http://www.zoocasa.com//hamilton-on-real-estate/10457731-19-rouge-hill-crt-hamilton-on-l8k5h9,Attached,Forced Air,Gas,Central Air
13,309,50 Nicklaus Dr,579900.0,469900.0,townhouse,3,3,1200,1399,-79.7881156,43.2160359,L8K6H3,2021-01-20T12:48:32.957Z,2021-01-27T04:00:00.000Z,Sld,/hamilton-on-real-estate/10456555-50-nicklaus-dr-hamilton-on-l8k6h3-vow,/hamilton-on-real-estate/50-nicklaus-dr,309,"50 Nicklaus Dr, Hamilton (X5089046) | Zoocasa",Condo Townhouse,Brick and Vinyl Siding,Finished,3,1,,,True,3.0,31-50,"Includes Fridge, B/I Oven, B/I Stove Top, B/I Dishwasher, B/I Microwave, Washer & Dryer. Light Fixtures Excludes: Fireplace In Living Room",False,"Don'T Miss Out On This Opportunity, Completely Move In Ready.  Beautiful 3 Bedroom End Unit Townhouse, That Feels Like A Semi. Large Gourmet Kitchen, Spacious Living & Dining Rooms. Master Has His/Her Closets And Semi-Ensuite. Backyard Completely Fenced For Privacy. Fully Finished Basement With 4pc Bath, Large Rec Area And Den. Extended Driveway Allows 2 Cars, Plus 1 Inside Garage. Close To Schools, Recreation Centre, Shopping And Easy Access To The Red Hill.",X5089046,Red Hill,http://www.zoocasa.com//hamilton-on-real-estate/10456555-50-nicklaus-dr-hamilton-on-l8k6h3-vow,Attached,Forced Air,Gas,Central Air
13,310,515 Garner Rd W,710000.0,699999.0,house-attached,3,3,1500,2000,-80.0060383,43.19838619999999,L9G0H5,2021-01-11T18:36:15.229Z,2021-01-27T04:00:00.000Z,Sld,/hamilton-on-real-estate/10438002-4-515-garner-rd-w-hamilton-on-l9g0h5,/hamilton-on-real-estate/4-515-garner-rd-w,310,"4 - 515 Garner Rd W, Hamilton (X5081144) | Zoocasa",Att/Row/Twnhouse,Brick,Unfinished,2,1,20 feet,86.9 feet,True,2.0,New,"Brand New Stove, Fridge, Dishwasher, Washer & Dryer & Air Conditioner, Interim Occupancy.",False,"Brand New Executive Unit Townhouse Situated In The Prestigious Ancaster Community Modern Open Concept Home Boast Bright Rooms Throughout, 3 Bedroom,2.5 Washroom, Granite Countertops, Oak Stairs,9' Main Floor Ceilings, 200 Amp Panel, Upper Cabinets Kitchen, Close To 403 With Quick Access To Gta, Close To Shopping Mall, Grocery Stores. Road Fee # 95 Per Month Block A Unit 4.",X5081144,Duff's Corners,http://www.zoocasa.com//hamilton-on-real-estate/10438002-4-515-garner-rd-w-hamilton-on-l9g0h5,Built-In,Forced Air,Gas,Central Air
13,311,277 Homewood Ave,631000.0,629000.0,house-detached,3,2,1100,1500,-79.8953109,43.2526932,L8P2M7,2021-01-07T16:47:41.843Z,2021-01-27T04:00:00.000Z,Sld,/hamilton-on-real-estate/10430631-277-homewood-ave-hamilton-on-l8p2m7-vow,/hamilton-on-real-estate/277-homewood-ave,311,"277 Homewood Ave, Hamilton (X5077953) | Zoocasa",Detached,Alum Siding and Brick Front,Full and Part Fin,2,1,29.99 feet,111 feet,True,2.0,51-99,"Rentals: Hot Water Heater Interior Features: Sump Pump Inclusions: Fridge, Stove, Dishwasher, Washer & Dryer, Electrical Light Fixtures, Window Coverings, Installed Shelving And Worktable In Basement",False,"Bright 3 Bdrm In Fabulous Neighbourhood With 2 Parking Spots Incl Garage. Short Walk To Earl Kitchener Es. Quiet Family Friendly Area. Lovely Home Has Large Rooms, A Gorgeous Sunroom And Many Updates Including Furnace & Ac 2009, Shingles (40 Yr) 2018, Breakers, Updated Attic Insulation, Partial Fence 2019, Updated Front Steps. Spacious Living And Dining On The Main Floor Along With Two Bedrooms And A Large Master Bedroom On The Upper Level.",X5077953,Kirkendall North,http://www.zoocasa.com//hamilton-on-real-estate/10430631-277-homewood-ave-hamilton-on-l8p2m7-vow,Detached,Forced Air,Gas,Central Air
13,312,287 Bold St,190000.0,189000.0,condo-highrise,1,1,500,599,-79.8837796,43.2555118,L8P1V9,2021-01-04T19:36:01.521Z,2021-01-27T04:00:00.000Z,Sld,/hamilton-on-real-estate/10421295-2-287-bold-st-hamilton-on-l8p1v9,/hamilton-on-real-estate/2-287-bold-st,312,"2 - 287 Bold St, Hamilton (X5074644) | Zoocasa",Co-Op Apt,Brick,None,0,1,,,True,0.0,51-99,"If You Are A Commuter, Mins Away From The 403, Go Station, Local Transit, Dt Hamilton. Not Suitable For Investors, No Rentals. Co-Op Financing Is Difficult, Usual Mortgage Not Available.",False,"Upscale Neighbourhood, Off Locke St 1br Suite In A 2 Building, 12 Unit Co-Op. That These Suites Are Rarely Offered Tells You All You Need To Know. The Buildings Are Beautifully Landscaped With A Bbq Area And Are Incredibly Well Kept. Suite 2 Has Been Updated And Has An Eat-In Kitchen With Upgraded Appliances, A Sunlight Filled Living Room, A King Size Master Bedroom And An Updated Bathroom. Great Walk Score To Everything.",X5074644,Kirkendall North,http://www.zoocasa.com//hamilton-on-real-estate/10421295-2-287-bold-st-hamilton-on-l8p1v9,None,Radiant,Gas,Window Unit
